gap,spec_group,claim_type,claim_count
110,i,v4,13263
110,j,v6,1046
110,j,v5,7764
110,j,v4,8697
110,j,v3,10564
110,j,v2,6674
110,j,v1,8288
110,k,v6,5550
110,k,v3,1520
110,k,v5,11234
110,k,v4,8512
110,k,v1,10600
111,a,v2,13527
111,a,v4,4905
111,a,v6,11947
111,a,v3,6717
111,a,v1,13903
111,a,v5,14243
111,b,v4,12695
111,b,v5,8757
111,b,v1,6907
111,b,v6,8941
111,b,v3,955
111,c,v1,2860
111,c,v6,12114
111,c,v3,10775
111,c,v5,5349
111,c,v4,14439
111,d,v1,757
111,d,v6,5185
111,d,v3,10535
111,d,v5,12302
111,d,v4,10704
111,e,v4,4376
111,e,v6,6115
111,e,v5,8248
111,e,v3,10607
111,e,v1,13160
111,f,v6,9748
111,f,v5,3938
111,f,v4,8045
111,g,v5,4486
111,g,v6,9871
111,g,v3,6996
111,g,v1,6803
111,g,v4,7649
111,h,v1,7245
111,h,v5,518
111,h,v4,3718
111,h,v3,13546
111,h,v6,1197
111,i,v4,3586
111,i,v1,6806
111,i,v5,11868
111,i,v6,11720
111,j,v2,6288
111,j,v5,7298
111,j,v1,4770
111,j,v3,1555
111,j,v4,2407
111,j,v6,12082
111,k,v6,237
111,k,v1,10391
111,k,v4,6294
111,k,v3,1527
111,k,v5,10127
112,a,v2,13395
112,a,v5,1327
112,a,v1,145
112,a,v4,13679
112,a,v6,827
112,a,v3,735
112,b,v1,8737
112,b,v3,6802
112,b,v6,1898
112,b,v5,10800
112,b,v4,7213
112,c,v4,4117
112,c,v3,12474
112,c,v1,5673
112,c,v6,7287
112,c,v5,7213
112,d,v3,13433
112,d,v4,10422
112,e,v1,11095
112,e,v5,10085
112,e,v6,14371
112,e,v4,396
112,f,v3,13372
112,f,v4,198
112,f,v5,12145
112,f,v6,5143
112,g,v4,8812
112,g,v5,13333
112,g,v6,7529
112,g,v3,6678
112,g,v1,2106
112,h,v1,7566
112,h,v3,6474
112,h,v6,5155
112,h,v5,12833
112,h,v4,3396
112,i,v5,3117
112,i,v7,9724
112,i,v6,12605
112,i,v4,7975
112,i,v1,14656
112,j,v4,11473
112,j,v1,761
112,j,v3,6108
112,j,v6,13145
112,j,v5,4801
112,j,v2,7377
112,k,v3,3722
112,k,v6,1283
112,k,v4,2207
112,k,v5,3921
112,k,v1,418
113,a,v4,2647
113,a,v3,14529
113,a,v6,3654
113,a,v1,8743
113,a,v5,9130
113,a,v7,1614
113,b,v1,11037
113,b,v5,10986
113,b,v4,4002
113,b,v3,7658
113,b,v6,12607
113,c,v5,2570
113,c,v3,2746
113,c,v4,8276
113,c,v1,4718
113,c,v6,12210
113,d,v3,296
113,d,v4,2740
113,d,v6,11047
113,d,v5,1333
113,e,v4,12092
113,e,v1,13580
113,e,v6,7959
113,e,v3,11633
113,e,v5,12697
113,f,v5,11898
113,f,v4,11218
113,g,v1,11336
113,g,v5,6368
113,g,v4,2244
113,g,v6,9844
113,g,v3,3361
113,h,v3,7862
113,h,v5,8222
113,h,v4,1496
113,h,v6,14080
113,i,v5,743
113,i,v4,7561
113,i,v6,13234
113,i,v3,9134
113,i,v1,5127
113,i,v7,4274
113,j,v4,9902
113,j,v5,1263
113,j,v2,2848
113,j,v3,13548
113,j,v1,9661
113,j,v6,2088
113,k,v3,6796
113,k,v6,13473
113,k,v7,5266
113,k,v1,7768
113,k,v5,13331
113,k,v4,10579
114,a,v6,6137
114,a,v1,1216
114,a,v4,1706
114,a,v5,10110
114,a,v3,12230
114,b,v6,8501
114,b,v4,7175
114,b,v5,5297
114,b,v3,6062
114,b,v1,14315
114,c,v4,5964
114,c,v1,5131
114,c,v3,200
114,c,v6,14267
114,c,v5,3829
114,d,v5,11842
114,d,v4,4963
114,d,v3,1322
114,e,v3,10144
114,e,v6,7008
114,e,v5,13030
114,e,v1,3779
114,e,v4,657
114,f,v4,4944
114,f,v6,5042
114,f,v5,12388
114,g,v4,11881
114,g,v3,3927
114,g,v1,13627
114,g,v6,3671
114,h,v3,12703
114,h,v4,9969
114,h,v5,10729
114,h,v6,10020
114,h,v1,2050
114,i,v3,7769
114,i,v6,10175
114,i,v1,13776
114,i,v5,9691
114,i,v4,2199
114,j,v6,13270
114,j,v1,10895
114,j,v5,8257
114,j,v4,713
114,j,v2,9434
114,k,v7,9088
114,k,v4,6908
114,k,v3,2797
114,k,v6,11291
114,k,v1,2047
114,k,v5,3811
115,a,v3,5918
115,a,v2,1415
115,a,v6,10856
115,a,v1,2657
115,a,v5,5261
115,a,v4,472
115,b,v1,8054
115,b,v4,2773
115,b,v3,7222
115,b,v6,7094
115,b,v5,7071
115,c,v6,8945
115,c,v4,5382
115,c,v5,3272
115,c,v1,12484
115,c,v2,2293
115,c,v3,9621
115,d,v3,12517
115,d,v1,5853
115,d,v4,11892
115,d,v5,13424
115,e,v4,351
115,e,v5,3991
115,e,v1,14342
115,e,v6,8615
115,e,v3,8387
115,f,v4,6776
115,f,v6,3117
115,f,v5,564
115,g,v5,4728
115,g,v4,5425
115,h,v6,6980
115,h,v4,8925
115,h,v3,10357
115,h,v5,5518
115,i,v1,8847
115,i,v5,13338
115,i,v6,13901
115,i,v4,2678
115,j,v6,2590
115,j,v7,6054
115,j,v5,13188
115,j,v2,6178
115,j,v4,13467
115,j,v1,3735
115,k,v6,3819
115,k,v5,9586
115,k,v1,13959
115,k,v3,14056
115,k,v4,5508
116,a,v4,25
116,a,v5,10978
116,a,v1,11191
116,a,v3,6621
116,a,v6,11731
116,a,v2,707
116,b,v4,6051
116,b,v3,6386
116,b,v6,539
116,b,v5,10175
116,c,v1,1284
116,c,v6,1053
116,c,v4,5594
116,c,v3,352
116,c,v5,4678
116,d,v6,8468
116,d,v5,9290
116,d,v4,14352
116,d,v3,14811
116,e,v4,7778
116,e,v1,103
116,e,v6,10625
116,f,v4,10294
116,f,v6,9461
116,f,v5,9810
116,g,v6,14123
116,g,v3,5429
116,g,v5,11507
116,g,v1,1954
116,g,v4,9907
116,h,v3,9566
116,h,v1,7683
116,h,v5,4920
116,h,v4,3428
116,i,v7,6642
116,i,v4,3609
116,i,v6,14682
116,i,v1,1571
116,i,v3,705
116,i,v5,13090
116,j,v6,11824
116,j,v2,6438
116,j,v3,10328
116,j,v4,577
116,j,v5,1167
116,j,v1,11011
116,k,v3,8169
116,k,v1,5653
116,k,v5,2701
116,k,v4,1798
116,k,v6,10032
117,a,v1,3634
117,a,v5,10126
117,a,v2,12193
117,a,v4,2718
117,a,v3,1373
117,a,v6,1497
117,b,v6,7319
117,b,v1,4092
117,b,v3,5436
117,b,v5,5319
117,b,v4,6654
117,c,v1,10642
117,c,v5,2729
117,c,v3,13968
117,c,v4,7235
117,c,v6,3074
117,d,v5,9948
117,d,v4,4204
117,d,v3,13294
117,d,v1,9258
117,e,v1,7775
117,e,v6,3688
117,e,v5,6521
117,e,v4,135
117,f,v6,6677
117,f,v4,2966
117,f,v5,2816
117,g,v3,4035
117,g,v4,1979
117,g,v5,8407
117,g,v6,4924
117,h,v1,8855
117,h,v5,1934
117,h,v4,2169
117,h,v6,7830
117,h,v3,7963
117,i,v4,3018
117,i,v5,5447
117,i,v1,11130
117,i,v6,4596
117,j,v4,7130
117,j,v6,1381
117,j,v5,13354
117,j,v3,11122
117,j,v2,8404
117,j,v1,6105
117,k,v1,7151
117,k,v3,3192
117,k,v4,8522
117,k,v5,661
117,k,v6,11432
118,a,v5,10981
118,a,v7,1718
118,a,v3,14679
118,a,v4,1587
118,a,v1,11529
118,a,v2,1601
118,a,v6,12733
118,b,v7,10764
118,b,v3,4247
118,b,v1,14129
118,b,v6,12161
118,b,v4,11384
118,b,v5,7761
118,c,v3,3215
118,c,v5,12965
118,c,v4,3708
118,c,v1,5543
118,c,v6,10304
118,d,v4,636
118,d,v6,11870
118,d,v5,1037
118,d,v3,1741
118,e,v3,7399
118,e,v1,8472
118,e,v4,14621
118,e,v5,4220
118,e,v6,13556
118,f,v4,8914
118,f,v6,9599
118,f,v5,4010
118,g,v4,566
118,g,v3,8099
118,g,v6,1934
118,g,v1,5842
118,g,v5,1437
118,h,v6,5374
118,h,v5,5522
118,h,v4,14289
118,h,v1,10748
118,h,v3,4980
118,h,v7,2504
118,i,v5,543
118,i,v1,9955
118,i,v6,4444
118,i,v4,14829
118,j,v2,12219
118,j,v5,3948
118,j,v4,841
118,j,v3,452
118,j,v1,14449
118,j,v6,8843
118,k,v1,6460
118,k,v4,1660
118,k,v3,4683
118,k,v9,7957
118,k,v6,6726
118,k,v5,10576
119,a,v4,9048
119,a,v5,1029
119,a,v1,10525
119,a,v3,6705
119,a,v2,9689
119,a,v6,14939
119,a,v7,13781
119,b,v3,12795
119,b,v4,2491
119,b,v6,5252
119,b,v1,13112
119,b,v5,11113
119,c,v3,10798
119,c,v6,3015
119,c,v1,12830
119,c,v5,8860
119,c,v4,12101
119,d,v3,4542
119,d,v4,5809
119,d,v5,5428
119,d,v6,12225
119,d,v1,10948
119,e,v4,14340
119,e,v6,5883
119,e,v5,856
119,e,v1,11860
119,f,v5,5908
119,f,v4,1060
119,f,v6,7532
119,g,v6,13452
119,g,v1,13010
119,g,v3,9167
119,g,v5,7758
119,g,v4,3806
119,h,v1,5749
119,h,v5,922
119,h,v6,2585
119,h,v4,12384
119,h,v3,9410
119,i,v4,897
119,i,v6,9449
119,i,v1,10276
119,i,v5,3066
119,j,v4,3948
119,j,v6,6528
119,j,v1,2058
119,j,v5,13508
119,j,v2,4612
119,j,v3,1506
119,k,v4,14726
119,k,v9,8926
119,k,v1,10190
119,k,v3,6596
119,k,v6,13393
119,k,v5,11190
120,a,v4,3698
120,a,v3,1388
120,a,v5,1053
120,a,v1,10629
120,a,v6,12264
120,b,v1,3713
120,b,v3,1833
120,b,v6,8244
120,b,v4,9992
120,b,v5,679
120,c,v1,9322
120,c,v3,107
120,c,v4,9368
120,c,v5,78
120,c,v6,11371
120,d,v3,10982
120,d,v6,9977
120,d,v4,4458
120,d,v5,6962
120,d,v1,13292
120,e,v3,620
120,e,v6,13379
120,e,v4,11158
120,e,v5,89
120,e,v1,1194
120,f,v4,6385
120,g,v6,4915
120,g,v4,9891
120,g,v5,14994
120,g,v3,8278
120,h,v6,5659
120,h,v5,11164
120,h,v7,6518
120,h,v3,5695
120,h,v4,6656
120,i,v1,1382
120,i,v5,9271
120,i,v4,4781
120,j,v2,14570
120,j,v4,13347
120,j,v6,12543
120,j,v3,667
120,j,v5,14947
120,j,v1,13762
120,k,v7,5211
120,k,v6,10816
120,k,v3,4686
120,k,v5,12965
120,k,v4,12434
120,k,v1,3291
121,a,v4,1808
121,a,v7,14816
121,a,v6,111
121,a,v1,13233
121,a,v3,11775
121,a,v5,6825
121,b,v3,11170
121,b,v4,12758
121,b,v1,6115
121,b,v6,10979
121,b,v5,7257
121,c,v4,14850
121,c,v6,4617
121,c,v1,12438
121,c,v5,3216
121,c,v3,2008
121,d,v3,3880
121,d,v1,3834
121,d,v5,12755
121,d,v4,11747
121,d,v6,8899
121,e,v5,6292
121,e,v4,10536
121,e,v6,13746
121,e,v3,8534
121,f,v4,9420
121,f,v6,11092
121,f,v5,4083
121,g,v3,72
121,g,v5,8804
121,g,v1,7293
121,h,v3,8362
121,h,v5,5679
121,h,v4,7253
121,h,v1,11763
121,i,v5,1808
121,i,v4,8543
121,i,v1,5224
121,i,v6,9864
121,j,v4,1294
121,j,v2,13872
121,j,v6,4048
121,j,v3,14435
121,j,v1,5371
121,j,v5,9889
121,k,v1,9994
121,k,v6,11440
121,k,v3,12255
121,k,v5,8245
121,k,v4,5017
122,a,v1,11529
122,a,v4,3569
122,a,v6,11117
122,a,v7,6725
122,a,v5,8435
122,a,v3,3143
122,b,v6,6341
122,b,v4,8840
122,b,v3,8034
122,b,v5,13150
122,c,v1,2533
122,c,v5,1689
122,c,v4,3031
122,c,v3,9455
122,c,v6,2167
122,d,v4,7789
122,d,v5,8156
122,d,v3,8632
122,d,v1,2151
122,d,v6,11707
122,e,v6,6753
122,e,v1,11067
122,e,v4,1184
122,e,v3,4350
122,e,v5,193
122,f,v6,11739
122,f,v5,9856
122,f,v4,31
122,g,v4,511
122,g,v3,12872
122,h,v6,3413
122,h,v4,14501
122,h,v5,13723
122,h,v3,12799
122,h,v1,1843
122,h,v7,12402
122,i,v5,9517
122,i,v3,14480
122,i,v6,1849
122,i,v4,2924
122,i,v1,7926
122,j,v4,7167
122,j,v3,4856
122,j,v1,7029
122,j,v6,6097
122,j,v2,12145
122,j,v5,4187
122,k,v1,4912
122,k,v5,14640
122,k,v9,7388
122,k,v4,7089
122,k,v3,2002
122,k,v6,7510
123,a,v4,8217
123,a,v6,2098
123,a,v1,7831
123,a,v5,29
123,a,v3,7866
123,b,v4,1993
123,b,v5,11696
123,b,v6,2256
123,b,v1,6348
123,b,v3,7484
123,c,v3,12617
123,c,v4,13930
123,c,v6,13198
123,c,v1,1779
123,c,v5,2448
123,c,v2,2247
123,d,v3,7341
123,d,v1,11901
123,d,v5,5113
123,d,v6,12154
123,d,v4,3166
123,e,v5,5701
123,e,v4,3408
123,e,v6,5098
123,e,v1,6446
123,f,v4,9898
123,f,v6,262
123,f,v5,13517
123,g,v3,5524
123,g,v4,3686
123,h,v1,11755
123,h,v3,10725
123,h,v6,165
123,h,v5,1216
123,h,v4,13563
123,i,v1,9168
123,i,v5,8052
123,i,v6,11715
123,i,v4,14890
123,j,v3,11227
123,j,v6,3994
123,j,v4,5158
123,j,v5,14448
123,j,v2,6902
123,j,v1,1279
123,k,v1,13856
123,k,v4,1472
123,k,v6,2547
123,k,v3,11576
123,k,v5,10961
124,a,v3,11955
124,a,v6,11479
124,a,v4,11527
124,a,v1,5072
124,a,v5,4493
124,b,v6,4261
124,b,v5,5067
124,b,v4,11924
124,b,v3,12341
124,c,v3,8086
124,c,v1,131
124,c,v4,8563
124,c,v7,13808
124,c,v8,8866
124,c,v6,8489
124,c,v5,11996
124,d,v4,7527
124,d,v3,7588
124,e,v1,3828
124,e,v4,2114
124,e,v5,10506
124,e,v6,13678
124,f,v5,6637
124,f,v6,5654
124,f,v4,6983
124,g,v3,14007
124,g,v1,12453
124,g,v4,557
124,g,v5,1205
124,g,v6,844
124,h,v1,13568
124,h,v6,6166
124,h,v4,10478
124,h,v3,1279
124,h,v5,10280
124,h,v7,12388
124,i,v1,5435
124,i,v5,8963
124,i,v4,13063
124,i,v6,4299
124,j,v2,4305
124,j,v1,7003
124,j,v4,7397
124,j,v5,3651
124,j,v3,2197
124,j,v6,64
124,k,v5,3355
124,k,v6,5373
124,k,v3,14823
124,k,v1,5763
124,k,v4,9586
125,a,v5,5061
125,a,v4,11166
125,a,v3,12750
125,a,v1,13364
125,a,v6,11032
125,b,v6,9736
125,b,v4,1202
125,b,v5,14975
125,b,v3,4326
125,b,v1,9348
125,c,v1,8961
125,c,v5,4655
125,c,v4,646
125,c,v3,8402
125,c,v6,12374
125,d,v5,2784
125,d,v6,3071
125,d,v4,14336
125,d,v3,10957
125,e,v4,1444
125,e,v5,1963
125,e,v1,8015
125,e,v6,2060
125,f,v4,9943
125,f,v5,14500
125,f,v6,8674
125,g,v4,11635
125,g,v3,4849
125,g,v5,350
125,h,v6,14254
125,h,v1,8671
125,h,v4,3115
125,h,v5,3558
125,h,v7,7632
125,h,v3,8018
125,i,v5,11541
125,i,v4,6790
125,i,v6,4899
125,i,v1,5282
125,j,v4,5861
125,j,v2,12113
125,j,v5,6020
125,j,v6,9364
125,j,v3,11390
125,j,v1,7876
125,k,v6,49
125,k,v4,12807
125,k,v3,13790
125,k,v5,9112
125,k,v1,2100
126,a,v3,14646
126,a,v6,1702
126,a,v1,10023
126,a,v5,4472
126,a,v4,13757
126,b,v4,10010
126,b,v1,6506
126,b,v6,472
126,b,v5,7929
126,b,v3,5583
126,c,v2,11851
126,c,v6,14150
126,c,v3,1905
126,c,v1,6414
126,c,v4,1337
126,c,v5,10417
126,d,v6,13032
126,d,v4,9588
126,d,v3,10664
126,d,v5,688
126,e,v3,14452
126,e,v6,852
126,e,v1,7596
126,e,v5,4021
126,e,v4,3908
126,f,v6,7222
126,f,v4,12945
126,f,v5,1014
126,g,v5,9732
126,g,v3,11702
126,g,v6,5994
126,g,v1,13090
126,g,v4,5188
126,h,v3,1072
126,h,v6,6393
126,h,v1,4149
126,h,v5,9539
126,h,v7,2917
126,h,v4,9394
126,i,v3,3909
126,i,v1,11510
126,i,v7,9979
126,i,v5,1475
126,i,v4,8956
126,i,v6,10545
126,j,v1,2117
126,j,v2,12125
126,j,v5,4951
126,j,v6,7703
126,j,v3,10768
126,j,v4,2997
126,k,v1,3915
126,k,v4,12555
126,k,v3,4155
126,k,v6,1197
126,k,v5,12368
127,a,v6,1222
127,a,v1,12528
127,a,v5,13363
127,a,v4,2964
127,a,v3,5384
127,b,v5,6776
127,b,v6,5173
127,b,v3,10182
127,b,v4,1676
127,c,v1,5180
127,c,v4,8934
127,c,v7,3525
127,c,v3,4508
127,c,v6,303
127,c,v5,12261
127,d,v5,12090
127,d,v4,10217
127,d,v3,6507
127,d,v6,1647
127,e,v1,9507
127,e,v6,9962
127,e,v3,2114
127,e,v4,13041
127,e,v5,12874
127,f,v4,532
127,f,v6,6992
127,f,v5,3609
127,g,v4,14555
127,g,v5,7902
127,g,v3,13354
127,h,v6,11914
127,h,v1,8696
127,h,v3,11773
127,h,v4,133
127,h,v5,13065
127,i,v4,8422
127,i,v1,3909
127,i,v3,5232
127,i,v7,7613
127,i,v5,11114
127,j,v6,12537
127,j,v2,165
127,j,v5,624
127,j,v4,5024
127,j,v3,12036
127,j,v1,1819
127,k,v4,12247
127,k,v3,11770
127,k,v1,1377
127,k,v5,6657
127,k,v6,12193
128,a,v6,781
128,a,v1,2928
128,a,v3,14285
128,a,v5,1444
128,a,v4,11717
128,b,v1,13817
128,b,v3,7546
128,b,v4,2354
128,b,v2,6580
128,b,v6,434
128,b,v5,1668
128,c,v1,8259
128,c,v6,8478
128,c,v5,5689
128,c,v4,9030
128,c,v3,6410
128,d,v3,8530
128,d,v4,5775
128,d,v6,5486
128,e,v4,14747
128,e,v6,14879
128,e,v5,9141
128,e,v1,6684
128,f,v4,10432
128,f,v5,13248
128,f,v6,3945
128,g,v3,13846
128,g,v4,13525
128,g,v5,9952
128,g,v6,935
128,g,v1,14904
128,h,v4,4374
128,h,v5,13922
128,h,v6,6243
128,h,v1,8714
128,h,v3,13361
128,i,v4,2885
128,i,v1,8369
128,i,v6,6032
128,i,v5,2283
128,j,v2,10211
128,j,v4,2035
128,j,v1,1743
128,j,v3,5567
128,j,v6,8661
128,j,v5,962
128,k,v5,10509
128,k,v8,5889
128,k,v1,9079
128,k,v4,11591
128,k,v6,10788
128,k,v3,11827
129,a,v5,2696
129,a,v3,2432
129,a,v1,11643
129,a,v4,7640
129,a,v6,10754
129,b,v6,12582
129,b,v5,14907
129,b,v3,7596
129,b,v4,13838
129,c,v5,3685
129,c,v6,6751
129,c,v2,8139
129,c,v4,1116
129,c,v3,12722
129,c,v1,7190
129,d,v3,5723
129,d,v1,8839
129,d,v5,1271
129,d,v6,13877
129,d,v4,11713
129,e,v5,7711
129,e,v6,7344
129,e,v3,8547
129,e,v1,11339
129,e,v4,2419
129,f,v6,2296
129,f,v4,6911
129,g,v4,3936
129,g,v6,8998
129,g,v1,8945
129,h,v5,4167
129,h,v1,2660
129,h,v3,3463
129,h,v4,8805
129,h,v6,12444
129,i,v5,1155
129,i,v1,10749
129,i,v4,10941
129,i,v6,2086
129,j,v5,5273
129,j,v3,7358
129,j,v1,14528
129,j,v2,10868
129,j,v4,12629
129,j,v6,4011
129,k,v1,5946
129,k,v4,6968
129,k,v3,5235
129,k,v5,9821
130,a,v6,10243
130,a,v1,871
130,a,v3,8482
130,a,v4,5444
130,a,v5,1124
130,b,v5,5636
130,b,v6,1425
130,b,v4,3638
130,b,v1,2659
130,b,v3,7500
130,c,v3,275
130,c,v2,8695
130,c,v4,5713
130,c,v5,10025
130,c,v6,14732
130,c,v1,14860
130,d,v4,8099
130,d,v6,6609
130,d,v5,9723
130,d,v3,7006
130,e,v6,9318
130,e,v1,12848
130,e,v4,5500
130,e,v3,6583
130,e,v5,12283
130,f,v4,9403
130,f,v6,1751
130,g,v6,11425
130,g,v4,4992
130,g,v5,13324
130,g,v1,4875
130,h,v5,10237
130,h,v3,3007
130,h,v6,11367
130,h,v1,12806
130,h,v4,6669
130,i,v5,2372
130,i,v4,12096
130,i,v6,4976
130,i,v1,2128
130,j,v1,8666
130,j,v4,7124
130,j,v2,4703
130,j,v3,14450
130,j,v5,10303
130,j,v6,12876
130,k,v4,182
130,k,v6,1284
130,k,v3,9763
130,k,v1,871
130,k,v5,10854
130,k,v7,10421
131,a,v1,12835
131,a,v4,8394
131,a,v3,2350
131,a,v6,9736
131,a,v5,9962
131,b,v6,10974
131,b,v1,11495
131,b,v4,11531
131,b,v3,5942
131,b,v5,6667
131,c,v3,5371
131,c,v1,6464
131,c,v4,718
131,c,v2,6656
131,c,v6,5073
131,c,v5,926
131,d,v4,885
131,d,v5,8174
131,d,v1,2863
131,d,v3,6326
131,d,v6,14025
131,e,v6,11260
131,e,v4,10333
131,e,v1,2904
131,e,v3,9411
131,e,v5,14201
131,f,v4,4223
131,f,v5,5508
131,g,v4,14462
131,g,v6,770
131,g,v3,13958
131,g,v5,12288
131,g,v1,11126
131,h,v4,3043
131,h,v3,4943
131,h,v5,13996
131,h,v1,8942
131,h,v6,2485
131,i,v6,9155
131,i,v5,9715
131,i,v4,10082
131,i,v1,1226
131,j,v4,3983
131,j,v1,12624
131,j,v5,9580
131,j,v6,3631
131,j,v3,9608
131,j,v2,2538
131,k,v4,7693
131,k,v5,14145
131,k,v1,10311
131,k,v3,4053
132,a,v1,14471
132,a,v4,5950
132,a,v5,14033
132,a,v3,6769
132,a,v6,972
132,b,v4,6936
132,b,v1,10072
132,b,v3,3137
132,b,v5,5572
132,b,v6,13821
132,c,v6,1298
132,c,v2,9393
132,c,v3,5296
132,c,v4,6458
132,c,v5,6976
132,c,v1,7089
132,d,v5,12990
132,d,v1,7694
132,d,v3,783
132,d,v4,14261
132,d,v6,2446
132,e,v4,4022
132,e,v6,7274
132,e,v1,8421
132,e,v3,9800
132,e,v5,1428
132,f,v6,403
132,f,v5,1924
132,f,v4,14099
132,g,v5,2150
132,g,v3,8222
132,h,v1,3438
132,h,v5,8257
132,h,v4,9501
132,h,v3,12648
132,h,v6,3330
132,h,v7,3952
132,i,v3,9328
132,i,v4,10417
132,i,v1,13462
132,i,v5,11824
132,j,v1,13741
132,j,v4,7910
132,j,v6,14217
132,j,v3,12599
132,j,v5,5224
132,j,v2,8694
132,k,v1,11582
132,k,v6,9062
132,k,v4,2513
132,k,v5,7962
132,k,v3,10685
133,a,v4,2340
133,a,v1,8496
133,a,v5,8548
133,a,v6,4031
133,a,v3,7541
133,b,v5,13838
133,b,v4,4115
133,b,v6,1024
133,b,v3,1487
133,c,v1,11952
133,c,v5,14498
133,c,v8,11695
133,c,v6,11192
133,c,v4,14109
133,c,v3,9996
133,c,v2,10011
133,d,v6,1206
133,d,v1,6064
133,d,v5,4090
133,d,v3,1483
133,d,v4,997
133,e,v1,5016
133,e,v3,11742
133,e,v5,773
133,e,v4,14799
133,e,v6,14979
133,f,v6,2913
133,f,v5,6374
133,f,v4,4470
133,g,v1,7809
133,g,v4,7599
133,g,v3,9050
133,g,v6,1265
133,g,v5,4581
133,h,v6,1953
133,h,v1,7793
133,h,v5,178
133,h,v3,3737
133,h,v4,4989
133,i,v6,10307
133,i,v5,9069
133,i,v1,12959
133,i,v4,9100
133,j,v2,11526
133,j,v3,11251
133,j,v6,5962
133,j,v4,7321
133,j,v1,3812
133,j,v5,14025
133,k,v4,2339
133,k,v1,5660
133,k,v3,3000
133,k,v6,1278
133,k,v5,548
134,a,v1,10424
134,a,v4,8438
134,a,v6,6240
134,a,v3,9627
134,a,v5,5388
134,b,v3,2512
134,b,v4,1611
134,b,v1,11000
134,b,v6,7943
134,b,v5,2041
134,c,v4,6201
134,c,v5,9290
134,c,v3,8908
134,c,v6,5857
134,c,v1,13025
134,d,v1,13752
134,d,v5,3626
134,d,v4,648
134,d,v3,7853
134,d,v6,13810
134,e,v4,1020
134,e,v1,10362
134,e,v5,8705
134,e,v3,417
134,e,v6,5331
134,f,v6,3499
134,f,v4,10844
134,f,v5,3707
134,g,v4,9846
134,g,v3,357
134,h,v6,10687
134,h,v5,11240
134,h,v1,1599
134,h,v3,11388
134,h,v4,7589
134,i,v6,6622
134,i,v5,109
134,i,v1,2824
134,i,v4,5485
134,j,v1,8611
134,j,v6,14226
134,j,v4,318
134,j,v2,5830
134,j,v3,4643
134,j,v5,9866
134,k,v6,8443
134,k,v4,972
134,k,v3,6027
134,k,v1,7641
134,k,v5,13084
135,a,v3,12818
135,a,v6,8164
135,a,v1,9334
135,a,v4,12426
135,a,v5,8021
135,b,v4,12836
135,b,v3,14531
135,b,v1,7246
135,b,v5,9578
135,b,v6,9034
135,c,v3,6342
135,c,v5,2799
135,c,v1,4720
135,c,v6,12552
135,c,v4,3176
135,d,v5,12156
135,d,v4,3646
135,d,v3,10774
135,e,v1,5140
135,e,v3,14211
135,e,v5,3573
135,e,v4,4468
135,e,v6,8108
135,f,v6,6289
135,f,v5,8403
135,f,v4,6657
135,g,v4,598
135,g,v3,6997
135,g,v5,628
135,h,v1,8274
135,h,v3,9057
135,h,v4,9235
135,h,v6,2790
135,h,v5,3437
135,i,v6,12563
135,i,v1,9541
135,i,v5,10771
135,i,v4,1601
135,j,v5,14363
135,j,v1,4211
135,j,v2,5745
135,j,v6,7979
135,j,v3,13239
135,j,v4,13458
135,k,v6,3149
135,k,v1,2402
135,k,v4,10323
135,k,v3,12069
135,k,v5,13140
135,k,v7,11835
136,a,v1,10427
136,a,v4,7876
136,a,v3,17
136,a,v6,13310
136,a,v5,1767
136,b,v4,3460
136,b,v3,10905
136,b,v6,9344
136,b,v5,1304
136,c,v6,8662
136,c,v3,12531
136,c,v5,5609
136,c,v2,13699
136,c,v1,1699
136,c,v4,3069
136,d,v4,13166
136,d,v3,2718
136,d,v1,8330
136,d,v5,14045
136,e,v1,9606
136,e,v5,12002
136,e,v3,4771
136,e,v6,3112
136,e,v4,5251
136,f,v4,1419
136,f,v6,3933
136,g,v6,6862
136,g,v1,6647
136,g,v3,3451
136,g,v4,3553
136,h,v5,9176
136,h,v6,14088
136,h,v7,6024
136,h,v1,4798
136,h,v4,3050
136,h,v3,1573
136,i,v4,4337
136,i,v6,10481
136,i,v1,3557
136,i,v5,11153
136,j,v1,11849
136,j,v5,5562
136,j,v4,4851
136,j,v3,4644
136,j,v2,7042
136,j,v6,2714
136,k,v7,7074
136,k,v5,8588
136,k,v3,10989
136,k,v4,5380
136,k,v1,3299
136,k,v6,7147
137,a,v1,4032
137,a,v3,376
137,a,v4,14284
137,a,v5,4399
137,a,v6,7299
137,b,v6,3081
137,b,v3,3698
137,b,v4,9679
137,b,v5,10865
137,b,v1,10591
137,c,v3,4705
137,c,v4,512
137,c,v6,8416
137,c,v1,7031
137,c,v5,13266
137,c,v2,11605
137,d,v6,819
137,d,v5,12147
137,d,v1,13399
137,d,v3,2430
137,d,v4,10427
137,e,v4,6637
137,e,v6,7582
137,e,v1,5506
137,e,v5,9014
137,f,v4,14995
137,f,v6,14741
137,f,v8,1106
137,f,v5,12131
137,g,v5,3663
137,g,v4,11400
137,g,v6,11172
137,g,v1,4931
137,h,v3,731
137,h,v4,2369
137,h,v6,4480
137,h,v7,7023
137,h,v5,14230
137,h,v1,7491
137,i,v5,397
137,i,v4,806
137,i,v1,10040
137,i,v6,7358
137,j,v6,10910
137,j,v2,13789
137,j,v4,10846
137,j,v3,1093
